date,city,cases,tests,deaths
2021-05-09,Lake Forest,0,56,0
2021-05-10,Lake Forest,0,175,0
2021-05-11,Lake Forest,1,137,0
2021-05-12,Lake Forest,1,152,0
2021-05-13,Lake Forest,0,119,0
2021-05-14,Lake Forest,2,108,0
2021-05-15,Lake Forest,1,78,0
2021-05-16,Lake Forest,0,58,0
2021-05-17,Lake Forest,0,187,0
2021-05-18,Lake Forest,0,134,0
2021-05-19,Lake Forest,0,115,0
2021-05-20,Lake Forest,0,123,0
2021-05-21,Lake Forest,0,116,0
2021-05-22,Lake Forest,1,51,0
2021-05-23,Lake Forest,0,51,0
2021-05-24,Lake Forest,0,154,0
2021-05-25,Lake Forest,0,134,0
2021-05-26,Lake Forest,0,109,0
2021-05-27,Lake Forest,0,104,0
2021-05-28,Lake Forest,0,96,0
2021-05-29,Lake Forest,0,56,0
2021-05-30,Lake Forest,0,66,0
2021-05-31,Lake Forest,1,101,0
2021-06-01,Lake Forest,2,232,0
2021-06-02,Lake Forest,2,195,0
2021-06-03,Lake Forest,0,211,0
2021-06-04,Lake Forest,4,168,0
2021-06-05,Lake Forest,4,100,0
2021-06-06,Lake Forest,2,117,0
2021-06-07,Lake Forest,0,250,0
2021-06-08,Lake Forest,0,167,0
2021-06-09,Lake Forest,6,151,0
2021-06-10,Lake Forest,1,124,0
2021-06-11,Lake Forest,0,154,0
2021-06-12,Lake Forest,0,76,0
2021-06-13,Lake Forest,0,61,0
2021-06-14,Lake Forest,2,196,0
2021-06-15,Lake Forest,2,182,0
2021-06-16,Lake Forest,10,161,0
2021-06-17,Lake Forest,6,164,0
2021-06-18,Lake Forest,0,166,0
2021-06-19,Lake Forest,4,115,0
2021-06-20,Lake Forest,0,75,0
2021-06-21,Lake Forest,0,181,0
2021-06-22,Lake Forest,2,193,0
2021-06-23,Lake Forest,6,164,0
2021-06-24,Lake Forest,0,138,0
2021-06-25,Lake Forest,6,167,0
2021-06-26,Lake Forest,4,106,0
2021-06-27,Lake Forest,10,88,0
2021-06-28,Lake Forest,10,214,0
2021-06-29,Lake Forest,4,155,0
2021-06-30,Lake Forest,2,181,0
2021-07-01,Lake Forest,0,215,0
2021-07-02,Lake Forest,1,126,0
2021-07-03,Lake Forest,4,84,0
2021-07-04,Lake Forest,0,40,0
2021-07-05,Lake Forest,2,131,0
2021-07-06,Lake Forest,16,174,0
2021-07-07,Lake Forest,2,167,0
2021-07-08,Lake Forest,12,123,0
2021-07-09,Lake Forest,8,141,0
2021-07-10,Lake Forest,0,115,0
2021-07-11,Lake Forest,8,99,0
2021-07-12,Lake Forest,16,180,0
2021-07-13,Lake Forest,4,201,0
2021-07-14,Lake Forest,2,184,0
2021-07-15,Lake Forest,12,161,0
2021-07-16,Lake Forest,8,187,0
2021-07-17,Lake Forest,8,124,0
2021-07-18,Lake Forest,10,96,0
2021-07-19,Lake Forest,20,222,0
2021-07-20,Lake Forest,32,209,0
2021-07-21,Lake Forest,22,200,0
2021-07-22,Lake Forest,20,192,0
2021-07-23,Lake Forest,24,177,0
2021-07-24,Lake Forest,16,167,0
2021-07-25,Lake Forest,12,118,0
2021-07-26,Lake Forest,16,236,0
2021-07-27,Lake Forest,20,225,0
2021-07-28,Lake Forest,28,285,0
2021-07-29,Lake Forest,22,229,0
2021-07-30,Lake Forest,20,299,0
2021-07-31,Lake Forest,16,145,0
2021-08-01,Lake Forest,14,130,0
2021-08-02,Lake Forest,22,308,0
2021-08-03,Lake Forest,32,279,0
2021-08-04,Lake Forest,54,369,0
2021-08-05,Lake Forest,50,306,0
2021-08-06,Lake Forest,30,279,0
2021-08-07,Lake Forest,20,162,0
2021-08-08,Lake Forest,35,173,0
2021-08-09,Lake Forest,34,321,0
2021-08-10,Lake Forest,54,295,0
2021-08-11,Lake Forest,34,332,0
2021-08-12,Lake Forest,51,289,0
2021-08-13,Lake Forest,24,275,0
2021-08-14,Lake Forest,22,165,2
2021-08-15,Lake Forest,18,106,0
2021-08-16,Lake Forest,24,315,0
2021-08-17,Lake Forest,50,329,0
2021-08-18,Lake Forest,24,300,0
2021-08-19,Lake Forest,37,377,0
2021-08-20,Lake Forest,42,317,0
2021-08-21,Lake Forest,24,180,0
2021-08-22,Lake Forest,26,131,0
2021-08-23,Lake Forest,38,436,0
2021-08-24,Lake Forest,34,338,0
2021-08-25,Lake Forest,16,331,0
2021-08-26,Lake Forest,40,308,0
2021-08-27,Lake Forest,32,379,0
2021-08-28,Lake Forest,12,180,2
2021-08-29,Lake Forest,6,137,0
2021-08-30,Lake Forest,38,472,0
2021-08-31,Lake Forest,37,414,0
2021-09-01,Lake Forest,30,379,0
2021-09-02,Lake Forest,20,378,0
2021-09-03,Lake Forest,32,395,0
2021-09-04,Lake Forest,10,123,0
2021-09-05,Lake Forest,18,138,0
2021-09-06,Lake Forest,14,164,0
2021-09-07,Lake Forest,28,485,2
2021-09-08,Lake Forest,24,451,0
2021-09-09,Lake Forest,24,420,0
2021-09-10,Lake Forest,24,370,0
2021-09-11,Lake Forest,8,191,0
2021-09-12,Lake Forest,4,134,0
2021-09-13,Lake Forest,10,389,0
2021-09-14,Lake Forest,30,400,0
2021-09-15,Lake Forest,16,356,0
2021-09-16,Lake Forest,15,336,0
2021-09-17,Lake Forest,16,341,2
2021-09-18,Lake Forest,6,207,0
2021-09-19,Lake Forest,8,141,0
2021-09-20,Lake Forest,28,408,2
2021-09-21,Lake Forest,30,403,0
2021-09-22,Lake Forest,0,308,0
2021-09-23,Lake Forest,18,402,0
2021-09-24,Lake Forest,42,351,0
2021-09-25,Lake Forest,12,167,0
2021-09-26,Lake Forest,6,132,2
2021-09-27,Lake Forest,23,417,0
2021-09-28,Lake Forest,24,354,2
2021-09-29,Lake Forest,14,382,0
2021-09-30,Lake Forest,12,309,0
2021-10-01,Lake Forest,19,303,0
2021-10-02,Lake Forest,4,166,0
2021-10-03,Lake Forest,0,99,0
2021-10-04,Lake Forest,14,423,0
2021-10-05,Lake Forest,18,379,0
2021-10-06,Lake Forest,16,378,0
2021-10-07,Lake Forest,8,452,0
2021-10-08,Lake Forest,20,311,0
2021-10-09,Lake Forest,4,108,0
2021-10-10,Lake Forest,6,124,0
2021-10-11,Lake Forest,18,336,2
2021-10-12,Lake Forest,10,288,0
2021-10-13,Lake Forest,12,460,0
2021-10-14,Lake Forest,18,347,0
2021-10-15,Lake Forest,24,279,0
2021-10-16,Lake Forest,6,140,0
2021-10-17,Lake Forest,16,135,0
2021-10-18,Lake Forest,22,326,0
2021-10-19,Lake Forest,24,373,0
2021-10-20,Lake Forest,14,364,4
2021-10-21,Lake Forest,24,557,0
2021-10-22,Lake Forest,10,297,0
2021-10-23,Lake Forest,14,215,0
2021-10-24,Lake Forest,12,126,0
2021-10-25,Lake Forest,8,363,0
2021-10-26,Lake Forest,26,398,0
2021-10-27,Lake Forest,24,370,0
2021-10-28,Lake Forest,22,455,0
2021-10-29,Lake Forest,10,315,0
2021-10-30,Lake Forest,4,173,0
2021-10-31,Lake Forest,14,121,0
2021-11-01,Lake Forest,20,326,0
2021-11-02,Lake Forest,24,327,0
2021-11-03,Lake Forest,6,354,0
2021-11-04,Lake Forest,12,358,0
2021-11-05,Lake Forest,8,306,0
2021-11-06,Lake Forest,10,184,0
2021-11-07,Lake Forest,6,120,0
2021-11-08,Lake Forest,14,362,0
2021-11-09,Lake Forest,10,323,0
2021-11-10,Lake Forest,14,411,0
2021-11-11,Lake Forest,4,375,0
2021-11-12,Lake Forest,12,523,0
2021-11-13,Lake Forest,10,149,2
2021-11-14,Lake Forest,2,129,0
2021-11-15,Lake Forest,16,359,0
2021-11-16,Lake Forest,10,401,0
2021-11-17,Lake Forest,16,395,0
2021-11-18,Lake Forest,26,410,0
2021-11-19,Lake Forest,6,352,0
2021-11-20,Lake Forest,10,195,0
2021-11-21,Lake Forest,6,143,0
2021-11-22,Lake Forest,6,311,0
2021-11-23,Lake Forest,24,293,0
2021-11-24,Lake Forest,2,300,0
2021-11-25,Lake Forest,6,60,0
2021-11-26,Lake Forest,22,236,0
2021-11-27,Lake Forest,4,153,0
2021-11-28,Lake Forest,14,121,0
2021-11-29,Lake Forest,11,425,0
2021-11-30,Lake Forest,10,355,0
2021-12-01,Lake Forest,20,441,0
2021-12-02,Lake Forest,24,418,0
2021-12-03,Lake Forest,9,346,2
2021-12-04,Lake Forest,8,183,0
2021-12-05,Lake Forest,4,129,0
2021-12-06,Lake Forest,26,394,0
2021-12-07,Lake Forest,14,298,0
2021-12-08,Lake Forest,18,432,0
2021-12-09,Lake Forest,16,437,0
2021-12-10,Lake Forest,6,390,0
2021-12-11,Lake Forest,6,193,0
2021-12-12,Lake Forest,12,134,0
2021-12-13,Lake Forest,18,412,0
2021-12-14,Lake Forest,12,337,0
2021-12-15,Lake Forest,31,406,0
2021-12-16,Lake Forest,27,402,0
2021-12-17,Lake Forest,29,424,0
2021-12-18,Lake Forest,19,304,0
2021-12-19,Lake Forest,16,194,2
2021-12-20,Lake Forest,64,534,0
2021-12-21,Lake Forest,66,470,0
2021-12-22,Lake Forest,87,501,2
2021-12-23,Lake Forest,88,575,2
2021-12-24,Lake Forest,66,293,0
2021-12-25,Lake Forest,16,65,0
2021-12-26,Lake Forest,90,377,0
2021-12-27,Lake Forest,291,917,0
2021-12-28,Lake Forest,235,878,0
2021-12-29,Lake Forest,164,832,0
2021-12-30,Lake Forest,103,694,0
2021-12-31,Lake Forest,71,347,0
2022-01-01,Lake Forest,3,89,0
2022-01-02,Lake Forest,17,201,0
2022-01-03,Lake Forest,32,597,0
2022-01-04,Lake Forest,32,602,0
2022-01-05,Lake Forest,38,530,0
2022-01-06,Lake Forest,30,512,0
2022-01-07,Lake Forest,14,443,0
2022-01-08,Lake Forest,8,147,0
2022-01-09,Lake Forest,2,139,0
2022-01-10,Lake Forest,21,512,0
2022-01-11,Lake Forest,16,493,1
2022-01-12,Lake Forest,15,459,0
2022-01-13,Lake Forest,11,400,0
2022-01-14,Lake Forest,9,390,0
2022-01-15,Lake Forest,9,205,1
2022-01-16,Lake Forest,5,95,0
2022-01-17,Lake Forest,5,292,0
2022-01-18,Lake Forest,4,386,0
2022-01-19,Lake Forest,5,383,0
2022-01-20,Lake Forest,8,326,0
2022-01-21,Lake Forest,9,409,0
2022-01-22,Lake Forest,7,113,0
2022-01-23,Lake Forest,4,97,1
2022-01-24,Lake Forest,4,340,0
2022-01-25,Lake Forest,7,332,0
2022-01-26,Lake Forest,1,280,0
2022-01-27,Lake Forest,5,319,2
2022-01-28,Lake Forest,4,271,0
2022-01-29,Lake Forest,1,129,0
2022-01-30,Lake Forest,0,106,0
2022-01-31,Lake Forest,3,322,0
2022-02-01,Lake Forest,7,282,0
2022-02-02,Lake Forest,0,281,0
2022-02-03,Lake Forest,1,195,0
2022-02-04,Lake Forest,4,254,0
2022-02-05,Lake Forest,0,79,0
2022-02-06,Lake Forest,1,97,0
2022-02-07,Lake Forest,2,295,0
2022-02-08,Lake Forest,0,208,0
2022-02-09,Lake Forest,2,229,0
2022-02-10,Lake Forest,0,288,0
2022-02-11,Lake Forest,0,155,0
2022-02-12,Lake Forest,0,49,0
2022-02-13,Lake Forest,0,59,0
2022-02-14,Lake Forest,2,226,0
2022-02-15,Lake Forest,0,223,0
2022-02-16,Lake Forest,0,217,0
2022-02-17,Lake Forest,0,223,0
2022-02-18,Lake Forest,0,147,0
2022-02-19,Lake Forest,0,47,0
2022-02-20,Lake Forest,0,53,0
2022-02-21,Lake Forest,0,123,1
2022-02-22,Lake Forest,0,206,0
2022-02-23,Lake Forest,0,196,0
2022-02-24,Lake Forest,2,230,0
2022-02-25,Lake Forest,0,161,0
2022-02-26,Lake Forest,2,78,0
2022-02-27,Lake Forest,0,48,0
2022-02-28,Lake Forest,0,152,0
2022-03-01,Lake Forest,0,97,0
2022-03-02,Lake Forest,0,22,0
2020-02-25,Los Alamitos,0,1,0
2020-03-13,Los Alamitos,0,2,0
2020-03-17,Los Alamitos,0,1,0
2020-03-18,Los Alamitos,0,6,0
2020-03-19,Los Alamitos,0,1,0
2020-03-20,Los Alamitos,0,3,0
2020-03-21,Los Alamitos,0,3,0
2020-03-22,Los Alamitos,0,2,0
2020-03-23,Los Alamitos,0,3,0
2020-03-24,Los Alamitos,0,3,0
2020-03-25,Los Alamitos,0,4,0
2020-03-26,Los Alamitos,0,2,0
2020-03-27,Los Alamitos,0,5,0
2020-03-28,Los Alamitos,0,2,0
2020-03-30,Los Alamitos,0,8,0
2020-03-31,Los Alamitos,0,4,0
2020-04-01,Los Alamitos,0,4,0
2020-04-02,Los Alamitos,0,3,0
2020-04-03,Los Alamitos,0,5,0
2020-04-04,Los Alamitos,0,5,0
2020-04-05,Los Alamitos,0,1,0
2020-04-06,Los Alamitos,0,1,0
2020-04-07,Los Alamitos,0,3,0
2020-04-08,Los Alamitos,2,9,0
2020-04-09,Los Alamitos,1,4,0
2020-04-10,Los Alamitos,1,10,0
2020-04-11,Los Alamitos,0,2,0
2020-04-12,Los Alamitos,0,2,0
2020-04-13,Los Alamitos,0,5,0
2020-04-14,Los Alamitos,1,4,0
2020-04-15,Los Alamitos,0,3,0
2020-04-16,Los Alamitos,1,6,0
2020-04-17,Los Alamitos,0,6,0
2020-04-18,Los Alamitos,0,4,0
2020-04-19,Los Alamitos,0,1,0
2020-04-20,Los Alamitos,1,7,0
2020-04-21,Los Alamitos,7,21,0
2020-04-22,Los Alamitos,4,37,0
2020-04-23,Los Alamitos,3,50,0
2020-04-24,Los Alamitos,2,27,0
2020-04-25,Los Alamitos,0,3,0
2020-04-26,Los Alamitos,1,4,0
2020-04-27,Los Alamitos,2,16,0
2020-04-28,Los Alamitos,0,6,0
2020-04-29,Los Alamitos,4,41,0
2020-04-30,Los Alamitos,4,44,0
2020-05-01,Los Alamitos,0,30,0
2020-05-02,Los Alamitos,1,5,0
2020-05-03,Los Alamitos,0,9,0
2020-05-04,Los Alamitos,3,20,0
2020-05-05,Los Alamitos,5,23,0
2020-05-06,Los Alamitos,10,50,1
2020-05-07,Los Alamitos,0,13,0
2020-05-08,Los Alamitos,4,20,0
2020-05-09,Los Alamitos,1,10,1
2020-05-10,Los Alamitos,1,6,1
2020-05-11,Los Alamitos,3,34,0
2020-05-12,Los Alamitos,0,13,0
2020-05-13,Los Alamitos,4,27,1
2020-05-14,Los Alamitos,2,44,0
2020-05-15,Los Alamitos,0,20,0
2020-05-16,Los Alamitos,0,16,0
2020-05-17,Los Alamitos,1,12,0
2020-05-18,Los Alamitos,4,29,1
2020-05-19,Los Alamitos,2,17,1
2020-05-20,Los Alamitos,11,62,0
2020-05-21,Los Alamitos,0,17,0
2020-05-22,Los Alamitos,1,32,1
2020-05-23,Los Alamitos,1,22,0
2020-05-24,Los Alamitos,0,16,1
2020-05-25,Los Alamitos,0,7,1
2020-05-26,Los Alamitos,1,35,0
2020-05-27,Los Alamitos,4,63,0
2020-05-28,Los Alamitos,0,26,1
2020-05-29,Los Alamitos,1,32,2
2020-05-30,Los Alamitos,0,24,0
2020-05-31,Los Alamitos,0,13,0
2020-06-01,Los Alamitos,0,28,0
2020-06-02,Los Alamitos,0,21,1
2020-06-03,Los Alamitos,2,56,0
2020-06-04,Los Alamitos,1,25,0
2020-06-05,Los Alamitos,2,30,0
2020-06-06,Los Alamitos,1,22,0
2020-06-07,Los Alamitos,0,11,0
2020-06-08,Los Alamitos,1,21,0
2020-06-09,Los Alamitos,1,26,0
2020-06-10,Los Alamitos,0,58,0
2020-06-11,Los Alamitos,1,29,0
2020-06-12,Los Alamitos,1,31,0
2020-06-13,Los Alamitos,0,17,0
2020-06-14,Los Alamitos,0,12,1
2020-06-15,Los Alamitos,5,40,0
2020-06-16,Los Alamitos,1,33,0
2020-06-17,Los Alamitos,2,63,0
2020-06-18,Los Alamitos,3,35,0
2020-06-19,Los Alamitos,1,32,0
2020-06-20,Los Alamitos,2,28,0
2020-06-21,Los Alamitos,5,16,0
2020-06-22,Los Alamitos,1,40,0
2020-06-23,Los Alamitos,1,30,0
2020-06-24,Los Alamitos,5,67,0
2020-06-25,Los Alamitos,4,39,0
2020-06-26,Los Alamitos,5,44,0
2020-06-27,Los Alamitos,3,18,0
2020-06-28,Los Alamitos,3,22,0
2020-06-29,Los Alamitos,9,61,0
2020-06-30,Los Alamitos,8,58,1
2020-07-01,Los Alamitos,3,53,0
2020-07-02,Los Alamitos,6,99,0
2020-07-03,Los Alamitos,2,43,0
2020-07-04,Los Alamitos,0,14,1
2020-07-05,Los Alamitos,3,30,0
2020-07-06,Los Alamitos,5,64,0
2020-07-07,Los Alamitos,5,65,1
2020-07-08,Los Alamitos,2,61,1
2020-07-09,Los Alamitos,1,96,1
2020-07-10,Los Alamitos,8,54,0
2020-07-11,Los Alamitos,2,39,0
2020-07-12,Los Alamitos,0,16,0
2020-07-13,Los Alamitos,3,53,0
2020-07-14,Los Alamitos,2,53,0
2020-07-15,Los Alamitos,1,40,0
2020-07-16,Los Alamitos,3,130,0
2020-07-17,Los Alamitos,1,44,0
2020-07-18,Los Alamitos,3,24,0
2020-07-19,Los Alamitos,1,19,0
2020-07-20,Los Alamitos,0,49,1
2020-07-21,Los Alamitos,1,54,0
2020-07-22,Los Alamitos,1,28,0
2020-07-23,Los Alamitos,0,36,0
2020-07-24,Los Alamitos,0,32,0
2020-07-25,Los Alamitos,1,20,0
2020-07-26,Los Alamitos,0,27,0
2020-07-27,Los Alamitos,0,41,0
2020-07-28,Los Alamitos,4,56,0
2020-07-29,Los Alamitos,1,37,0
2020-07-30,Los Alamitos,0,53,0
2020-07-31,Los Alamitos,0,38,0
2020-08-01,Los Alamitos,1,30,0
2020-08-02,Los Alamitos,1,26,0
2020-08-03,Los Alamitos,1,36,0
2020-08-04,Los Alamitos,1,53,0
2020-08-05,Los Alamitos,3,33,0
2020-08-06,Los Alamitos,1,35,0
2020-08-07,Los Alamitos,0,42,0
2020-08-08,Los Alamitos,1,13,0
2020-08-09,Los Alamitos,0,18,0
2020-08-10,Los Alamitos,0,35,0
2020-08-11,Los Alamitos,1,53,0
2020-08-12,Los Alamitos,1,88,0
2020-08-13,Los Alamitos,1,56,0
2020-08-14,Los Alamitos,0,37,0
2020-08-15,Los Alamitos,0,22,0
2020-08-16,Los Alamitos,1,17,0
2020-08-17,Los Alamitos,1,111,0
2020-08-18,Los Alamitos,1,78,0
2020-08-19,Los Alamitos,3,44,0
2020-08-20,Los Alamitos,0,31,0
2020-08-21,Los Alamitos,0,61,0
2020-08-22,Los Alamitos,0,23,0
2020-08-23,Los Alamitos,0,8,0
2020-08-24,Los Alamitos,3,34,0
2020-08-25,Los Alamitos,0,34,0
2020-08-26,Los Alamitos,0,37,0
2020-08-27,Los Alamitos,0,31,0
2020-08-28,Los Alamitos,1,32,0
2020-08-29,Los Alamitos,0,25,0
2020-08-30,Los Alamitos,0,17,0
2020-08-31,Los Alamitos,1,44,0
2020-09-01,Los Alamitos,0,40,0
2020-09-02,Los Alamitos,1,35,0
2020-09-03,Los Alamitos,1,48,0
2020-09-04,Los Alamitos,0,23,0
2020-09-05,Los Alamitos,0,16,0
2020-09-06,Los Alamitos,1,11,0
2020-09-07,Los Alamitos,2,6,0
2020-09-08,Los Alamitos,3,48,0
2020-09-09,Los Alamitos,0,41,0
2020-09-10,Los Alamitos,4,100,0
2020-09-11,Los Alamitos,4,37,0
2020-09-12,Los Alamitos,2,24,0
2020-09-13,Los Alamitos,0,14,0
2020-09-14,Los Alamitos,2,43,0
2020-09-15,Los Alamitos,2,52,0
2020-09-16,Los Alamitos,6,115,0
2020-09-17,Los Alamitos,0,46,0
2020-09-18,Los Alamitos,2,33,1
2020-09-19,Los Alamitos,1,16,0
2020-09-20,Los Alamitos,0,27,1
2020-09-21,Los Alamitos,2,47,1
2020-09-22,Los Alamitos,2,44,0
2020-09-23,Los Alamitos,9,109,0
2020-09-24,Los Alamitos,2,41,0
2020-09-25,Los Alamitos,1,35,0
2020-09-26,Los Alamitos,1,17,0
2020-09-27,Los Alamitos,0,17,0
2020-09-28,Los Alamitos,6,105,0
2020-09-29,Los Alamitos,9,106,1
2020-09-30,Los Alamitos,4,63,0
2020-10-01,Los Alamitos,0,91,0
2020-10-02,Los Alamitos,3,63,1
2020-10-03,Los Alamitos,0,21,0
2020-10-04,Los Alamitos,0,20,0
2020-10-05,Los Alamitos,2,49,1
2020-10-06,Los Alamitos,2,143,0
2020-10-07,Los Alamitos,1,57,0
2020-10-08,Los Alamitos,1,45,0
2020-10-09,Los Alamitos,0,65,1
2020-10-10,Los Alamitos,2,32,0
2020-10-11,Los Alamitos,1,20,0
2020-10-12,Los Alamitos,2,67,0
2020-10-13,Los Alamitos,0,120,0
2020-10-14,Los Alamitos,0,98,0
2020-10-15,Los Alamitos,0,41,0
2020-10-16,Los Alamitos,6,62,0
2020-10-17,Los Alamitos,2,24,0
2020-10-18,Los Alamitos,0,21,0
2020-10-19,Los Alamitos,2,96,0
2020-10-20,Los Alamitos,2,85,0
2020-10-21,Los Alamitos,0,71,0
2020-10-22,Los Alamitos,0,51,0
2020-10-23,Los Alamitos,1,54,0
2020-10-24,Los Alamitos,1,27,0
2020-10-25,Los Alamitos,1,32,0
2020-10-26,Los Alamitos,2,65,0
2020-10-27,Los Alamitos,0,73,0
2020-10-28,Los Alamitos,0,85,0
2020-10-29,Los Alamitos,1,48,0
2020-10-30,Los Alamitos,1,55,0
2020-10-31,Los Alamitos,0,25,0
2020-11-01,Los Alamitos,2,32,0
2020-11-02,Los Alamitos,3,125,0
2020-11-03,Los Alamitos,3,76,0
2020-11-04,Los Alamitos,4,92,0
2020-11-05,Los Alamitos,2,81,0
2020-11-06,Los Alamitos,3,81,0
2020-11-07,Los Alamitos,2,35,0
2020-11-08,Los Alamitos,1,25,0
2020-11-09,Los Alamitos,6,131,0
2020-11-10,Los Alamitos,3,80,0
2020-11-11,Los Alamitos,4,78,0
2020-11-12,Los Alamitos,4,62,0
2020-11-13,Los Alamitos,4,75,0
2020-11-14,Los Alamitos,3,51,0
2020-11-15,Los Alamitos,1,31,1
2020-11-16,Los Alamitos,4,116,0
2020-11-17,Los Alamitos,6,142,0
2020-11-18,Los Alamitos,6,195,0
2020-11-19,Los Alamitos,9,104,1
2020-11-20,Los Alamitos,11,110,0
2020-11-21,Los Alamitos,1,67,0
2020-11-22,Los Alamitos,2,35,0
2020-11-23,Los Alamitos,9,168,0
2020-11-24,Los Alamitos,3,143,0
2020-11-25,Los Alamitos,6,97,0
2020-11-26,Los Alamitos,2,11,0
2020-11-27,Los Alamitos,6,45,0
2020-11-28,Los Alamitos,6,100,1
2020-11-29,Los Alamitos,4,53,0
2020-11-30,Los Alamitos,15,185,0
2020-12-01,Los Alamitos,8,130,0
2020-12-02,Los Alamitos,14,125,0
2020-12-03,Los Alamitos,8,99,0
2020-12-04,Los Alamitos,12,198,0
2020-12-05,Los Alamitos,11,69,0
2020-12-06,Los Alamitos,8,63,0
2020-12-07,Los Alamitos,15,171,0
2020-12-08,Los Alamitos,18,146,0
2020-12-09,Los Alamitos,8,121,0
2020-12-10,Los Alamitos,8,156,0
2020-12-11,Los Alamitos,16,158,0
2020-12-12,Los Alamitos,9,62,0
2020-12-13,Los Alamitos,15,59,0
2020-12-14,Los Alamitos,15,178,1
2020-12-15,Los Alamitos,24,187,0
2020-12-16,Los Alamitos,25,179,0
2020-12-17,Los Alamitos,15,134,0
2020-12-18,Los Alamitos,17,221,1
2020-12-19,Los Alamitos,9,81,1
2020-12-20,Los Alamitos,5,51,1
2020-12-21,Los Alamitos,32,266,0
2020-12-22,Los Alamitos,15,175,0
2020-12-23,Los Alamitos,19,148,1
2020-12-24,Los Alamitos,19,119,1
2020-12-25,Los Alamitos,7,79,0
2020-12-26,Los Alamitos,14,76,1
2020-12-27,Los Alamitos,8,36,0
2020-12-28,Los Alamitos,27,197,1
2020-12-29,Los Alamitos,23,152,2
2020-12-30,Los Alamitos,25,172,2
2020-12-31,Los Alamitos,21,118,1
2021-01-01,Los Alamitos,3,85,0
2021-01-02,Los Alamitos,11,82,1
2021-01-03,Los Alamitos,13,65,0
2021-01-04,Los Alamitos,19,228,0
2021-01-05,Los Alamitos,16,161,0
2021-01-06,Los Alamitos,22,117,0
2021-01-07,Los Alamitos,36,195,0
2021-01-08,Los Alamitos,9,162,0
2021-01-09,Los Alamitos,13,82,1
2021-01-10,Los Alamitos,4,30,0
2021-01-11,Los Alamitos,23,220,1
2021-01-12,Los Alamitos,17,174,0
2021-01-13,Los Alamitos,17,142,0
2021-01-14,Los Alamitos,12,152,1
2021-01-15,Los Alamitos,18,158,0
2021-01-16,Los Alamitos,5,63,0
2021-01-17,Los Alamitos,7,54,1
2021-01-18,Los Alamitos,15,182,0
2021-01-19,Los Alamitos,10,138,0
2021-01-20,Los Alamitos,16,143,0
2021-01-21,Los Alamitos,11,161,1
2021-01-22,Los Alamitos,12,145,0
2021-01-23,Los Alamitos,6,47,1
2021-01-24,Los Alamitos,6,30,0
2021-01-25,Los Alamitos,16,166,0
2021-01-26,Los Alamitos,5,105,1
2021-01-27,Los Alamitos,5,73,0
2021-01-28,Los Alamitos,6,152,1
2021-01-29,Los Alamitos,8,123,1
2021-01-30,Los Alamitos,1,41,0
2021-01-31,Los Alamitos,7,42,1
2021-02-01,Los Alamitos,7,180,0
2021-02-02,Los Alamitos,3,144,1
2021-02-03,Los Alamitos,3,123,1
2021-02-04,Los Alamitos,9,136,0
2021-02-05,Los Alamitos,9,90,0
2021-02-06,Los Alamitos,4,48,0
2021-02-07,Los Alamitos,2,31,0
2021-02-08,Los Alamitos,7,142,0
2021-02-09,Los Alamitos,6,151,0
2021-02-10,Los Alamitos,3,98,0
2021-02-11,Los Alamitos,3,109,0
2021-02-12,Los Alamitos,3,68,1
2021-02-13,Los Alamitos,2,27,0
2021-02-14,Los Alamitos,2,19,0
2021-02-15,Los Alamitos,0,89,0
2021-02-16,Los Alamitos,5,85,0
2021-02-17,Los Alamitos,3,89,1
2021-02-18,Los Alamitos,2,177,0
2021-02-19,Los Alamitos,4,70,0
2021-02-20,Los Alamitos,2,33,0
2021-02-21,Los Alamitos,1,31,1
2021-02-22,Los Alamitos,1,138,0
2021-02-23,Los Alamitos,1,86,0
2021-02-24,Los Alamitos,0,96,0
2021-02-25,Los Alamitos,2,95,0
2021-02-26,Los Alamitos,4,93,0
2021-02-27,Los Alamitos,1,40,0
2021-02-28,Los Alamitos,1,26,0
2021-03-01,Los Alamitos,3,188,0
2021-03-02,Los Alamitos,2,75,0
2021-03-03,Los Alamitos,0,119,0
2021-03-04,Los Alamitos,3,68,0
2021-03-05,Los Alamitos,2,58,0
2021-03-06,Los Alamitos,1,40,0
2021-03-07,Los Alamitos,2,30,0
2021-03-08,Los Alamitos,3,231,0
2021-03-09,Los Alamitos,4,94,0
2021-03-10,Los Alamitos,3,94,0
2021-03-11,Los Alamitos,1,90,0
2021-03-12,Los Alamitos,4,59,0
2021-03-13,Los Alamitos,0,41,0
2021-03-14,Los Alamitos,0,17,0
2021-03-15,Los Alamitos,3,222,0
2021-03-16,Los Alamitos,1,85,0
2021-03-17,Los Alamitos,6,122,0
2021-03-18,Los Alamitos,2,66,0
2021-03-19,Los Alamitos,1,59,0
2021-03-20,Los Alamitos,3,52,0
2021-03-21,Los Alamitos,0,24,0
2021-03-22,Los Alamitos,3,218,0
2021-03-23,Los Alamitos,1,84,0
2021-03-24,Los Alamitos,0,96,0
2021-03-25,Los Alamitos,2,80,0
2021-03-26,Los Alamitos,1,57,0
2021-03-27,Los Alamitos,1,30,0
2021-03-28,Los Alamitos,2,32,0
2021-03-29,Los Alamitos,2,184,0
2021-03-30,Los Alamitos,0,90,0
2021-03-31,Los Alamitos,2,125,0
2021-04-01,Los Alamitos,0,80,0
